"location","date","vaccine","total_vaccinations","id"
"European Union","2021-08-25","Johnson&Johnson",13232347,35628
"European Union","2021-08-25","Moderna",51252549,35629
"European Union","2021-08-25","Novavax",2,35630
"European Union","2021-08-25","Oxford/AstraZeneca",67045492,35631
"European Union","2021-08-25","Pfizer/BioNTech",375060715,35632
"European Union","2021-08-25","Sinopharm/Beijing",2086991,35633
"European Union","2021-08-25","Sinovac",2054,35634
"European Union","2021-08-25","Sputnik V",1836207,35635
"European Union","2021-08-26","Covaxin",19,35636
"European Union","2021-08-26","Johnson&Johnson",13265688,35637
"European Union","2021-08-26","Moderna",51426892,35638
"European Union","2021-08-26","Novavax",2,35639
"European Union","2021-08-26","Oxford/AstraZeneca",67055242,35640
"European Union","2021-08-26","Pfizer/BioNTech",375966739,35641
"European Union","2021-08-26","Sinopharm/Beijing",2086991,35642
"European Union","2021-08-26","Sinovac",2054,35643
"European Union","2021-08-26","Sputnik V",1836207,35644
"European Union","2021-08-27","Covaxin",19,35645
"European Union","2021-08-27","Johnson&Johnson",13519689,35646
"European Union","2021-08-27","Moderna",52409886,35647
"European Union","2021-08-27","Novavax",2,35648
"European Union","2021-08-27","Oxford/AstraZeneca",67100761,35649
"European Union","2021-08-27","Pfizer/BioNTech",380399825,35650
"European Union","2021-08-27","Sinopharm/Beijing",2094593,35651
"European Union","2021-08-27","Sinovac",2177,35652
"European Union","2021-08-27","Sputnik V",1837891,35653
"European Union","2021-08-28","Covaxin",19,35654
"European Union","2021-08-28","Johnson&Johnson",13541798,35655
"European Union","2021-08-28","Moderna",52533911,35656
"European Union","2021-08-28","Novavax",2,35657
"European Union","2021-08-28","Oxford/AstraZeneca",67103894,35658
"European Union","2021-08-28","Pfizer/BioNTech",380978603,35659
"European Union","2021-08-28","Sinopharm/Beijing",2094593,35660
"European Union","2021-08-28","Sinovac",2177,35661
"European Union","2021-08-28","Sputnik V",1837891,35662
"European Union","2021-08-29","Covaxin",19,35663
"European Union","2021-08-29","Johnson&Johnson",13552323,35664
"European Union","2021-08-29","Moderna",52587616,35665
"European Union","2021-08-29","Novavax",2,35666
"European Union","2021-08-29","Oxford/AstraZeneca",67105804,35667
"European Union","2021-08-29","Pfizer/BioNTech",381285435,35668
"European Union","2021-08-29","Sinopharm/Beijing",2094593,35669
"European Union","2021-08-29","Sinovac",2177,35670
"European Union","2021-08-29","Sputnik V",1837891,35671
"European Union","2021-08-30","Covaxin",19,35672
"European Union","2021-08-30","Johnson&Johnson",13576199,35673
"European Union","2021-08-30","Moderna",52747773,35674
"European Union","2021-08-30","Novavax",2,35675
"European Union","2021-08-30","Oxford/AstraZeneca",67111928,35676
"European Union","2021-08-30","Pfizer/BioNTech",382130784,35677
"European Union","2021-08-30","Sinopharm/Beijing",2094593,35678
"European Union","2021-08-30","Sinovac",2177,35679
"European Union","2021-08-30","Sputnik V",1837891,35680
"European Union","2021-08-31","Covaxin",19,35681
"European Union","2021-08-31","Johnson&Johnson",13602994,35682
"European Union","2021-08-31","Moderna",52931647,35683
"European Union","2021-08-31","Novavax",2,35684
"European Union","2021-08-31","Oxford/AstraZeneca",67117733,35685
"European Union","2021-08-31","Pfizer/BioNTech",382998721,35686
"European Union","2021-08-31","Sinopharm/Beijing",2094593,35687
"European Union","2021-08-31","Sinovac",2177,35688
"European Union","2021-08-31","Sputnik V",1837891,35689
"European Union","2021-09-01","Covaxin",19,35690
"European Union","2021-09-01","Johnson&Johnson",13628489,35691
"European Union","2021-09-01","Moderna",53100515,35692
"European Union","2021-09-01","Novavax",2,35693
"European Union","2021-09-01","Oxford/AstraZeneca",67124075,35694
"European Union","2021-09-01","Pfizer/BioNTech",383887935,35695
"European Union","2021-09-01","Sinopharm/Beijing",2094593,35696
"European Union","2021-09-01","Sinovac",2177,35697
"European Union","2021-09-01","Sputnik V",1837891,35698
"European Union","2021-09-02","Covaxin",19,35699
"European Union","2021-09-02","Johnson&Johnson",13654682,35700
"European Union","2021-09-02","Moderna",53272699,35701
"European Union","2021-09-02","Novavax",2,35702
"European Union","2021-09-02","Oxford/AstraZeneca",67129024,35703
"European Union","2021-09-02","Pfizer/BioNTech",384663644,35704
"European Union","2021-09-02","Sinopharm/Beijing",2094593,35705
"European Union","2021-09-02","Sinovac",2177,35706
"European Union","2021-09-02","Sputnik V",1837891,35707
"European Union","2021-09-03","Covaxin",19,35708
"European Union","2021-09-03","Johnson&Johnson",13837131,35709
"European Union","2021-09-03","Moderna",54107530,35710
"European Union","2021-09-03","Novavax",2,35711
"European Union","2021-09-03","Oxford/AstraZeneca",67161101,35712
"European Union","2021-09-03","Pfizer/BioNTech",388629147,35713
"European Union","2021-09-03","Sinopharm/Beijing",2101943,35714
"European Union","2021-09-03","Sinovac",2285,35715
"European Union","2021-09-03","Sputnik V",1839365,35716
"European Union","2021-09-04","Covaxin",19,35717
"European Union","2021-09-04","Johnson&Johnson",13852583,35718
"European Union","2021-09-04","Moderna",54226951,35719
"European Union","2021-09-04","Novavax",2,35720
"European Union","2021-09-04","Oxford/AstraZeneca",67163084,35721
"European Union","2021-09-04","Pfizer/BioNTech",389157022,35722
"European Union","2021-09-04","Sinopharm/Beijing",2101943,35723
"European Union","2021-09-04","Sinovac",2285,35724
"European Union","2021-09-04","Sputnik V",1839365,35725
"European Union","2021-09-05","Covaxin",19,35726
"European Union","2021-09-05","Johnson&Johnson",13860786,35727
"European Union","2021-09-05","Moderna",54288159,35728
"European Union","2021-09-05","Novavax",2,35729
"European Union","2021-09-05","Oxford/AstraZeneca",67163985,35730
"European Union","2021-09-05","Pfizer/BioNTech",389374873,35731
"European Union","2021-09-05","Sinopharm/Beijing",2101943,35732
"European Union","2021-09-05","Sinovac",2285,35733
"European Union","2021-09-05","Sputnik V",1839365,35734
"European Union","2021-09-06","Covaxin",19,35735
"European Union","2021-09-06","Johnson&Johnson",13877852,35736
"European Union","2021-09-06","Moderna",54429805,35737
"European Union","2021-09-06","Novavax",2,35738
"European Union","2021-09-06","Oxford/AstraZeneca",67167571,35739
"European Union","2021-09-06","Pfizer/BioNTech",389976341,35740
"European Union","2021-09-06","Sinopharm/Beijing",2101943,35741
"European Union","2021-09-06","Sinovac",2285,35742
"European Union","2021-09-06","Sputnik V",1839365,35743
"European Union","2021-09-07","Covaxin",19,35744
"European Union","2021-09-07","Johnson&Johnson",13897690,35745
"European Union","2021-09-07","Moderna",54594261,35746
"European Union","2021-09-07","Novavax",2,35747
"European Union","2021-09-07","Oxford/AstraZeneca",67171403,35748
"European Union","2021-09-07","Pfizer/BioNTech",390617723,35749
"European Union","2021-09-07","Sinopharm/Beijing",2101943,35750
"European Union","2021-09-07","Sinovac",2285,35751
"European Union","2021-09-07","Sputnik V",1839365,35752
"European Union","2021-09-08","Covaxin",19,35753
"European Union","2021-09-08","Johnson&Johnson",13918650,35754
"European Union","2021-09-08","Moderna",54742448,35755
"European Union","2021-09-08","Novavax",2,35756
"European Union","2021-09-08","Oxford/AstraZeneca",67174692,35757
"European Union","2021-09-08","Pfizer/BioNTech",391334171,35758
"European Union","2021-09-08","Sinopharm/Beijing",2101943,35759
"European Union","2021-09-08","Sinovac",2285,35760
"European Union","2021-09-08","Sputnik V",1839365,35761
"European Union","2021-09-09","Covaxin",19,35762
"European Union","2021-09-09","Johnson&Johnson",13940733,35763
"European Union","2021-09-09","Moderna",54900964,35764
"European Union","2021-09-09","Novavax",2,35765
"European Union","2021-09-09","Oxford/AstraZeneca",67177469,35766
"European Union","2021-09-09","Pfizer/BioNTech",391990515,35767
"European Union","2021-09-09","Sinopharm/Beijing",2101943,35768
"European Union","2021-09-09","Sinovac",2285,35769
"European Union","2021-09-09","Sputnik V",1839365,35770
"European Union","2021-09-10","Covaxin",19,35771
"European Union","2021-09-10","Johnson&Johnson",14089292,35772
"European Union","2021-09-10","Moderna",55470243,35773
"European Union","2021-09-10","Novavax",2,35774
"European Union","2021-09-10","Oxford/AstraZeneca",67198458,35775
"European Union","2021-09-10","Pfizer/BioNTech",395067051,35776
"European Union","2021-09-10","Sinopharm/Beijing",2108207,35777
"European Union","2021-09-10","Sinovac",2359,35778
"European Union","2021-09-10","Sputnik V",1840651,35779
"European Union","2021-09-11","Covaxin",19,35780
"European Union","2021-09-11","Johnson&Johnson",14104993,35781
"European Union","2021-09-11","Moderna",55563267,35782
"European Union","2021-09-11","Novavax",2,35783
"European Union","2021-09-11","Oxford/AstraZeneca",67199588,35784
"European Union","2021-09-11","Pfizer/BioNTech",395534893,35785
"European Union","2021-09-11","Sinopharm/Beijing",2108207,35786
"European Union","2021-09-11","Sinovac",2359,35787
"European Union","2021-09-11","Sputnik V",1840651,35788
"European Union","2021-09-12","Covaxin",19,35789
"European Union","2021-09-12","Johnson&Johnson",14113116,35790
"European Union","2021-09-12","Moderna",55599464,35791
"European Union","2021-09-12","Novavax",2,35792
"European Union","2021-09-12","Oxford/AstraZeneca",67200111,35793
"European Union","2021-09-12","Pfizer/BioNTech",395742856,35794
"European Union","2021-09-12","Sinopharm/Beijing",2108207,35795
"European Union","2021-09-12","Sinovac",2359,35796
"European Union","2021-09-12","Sputnik V",1840651,35797
"European Union","2021-09-13","Covaxin",19,35798
"European Union","2021-09-13","Johnson&Johnson",14132053,35799
"European Union","2021-09-13","Moderna",55702488,35800
"European Union","2021-09-13","Novavax",2,35801
"European Union","2021-09-13","Oxford/AstraZeneca",67202448,35802
"European Union","2021-09-13","Pfizer/BioNTech",396301760,35803
"European Union","2021-09-13","Sinopharm/Beijing",2108207,35804
"European Union","2021-09-13","Sinovac",2359,35805
"European Union","2021-09-13","Sputnik V",1840651,35806
"European Union","2021-09-14","Covaxin",19,35807
"European Union","2021-09-14","Johnson&Johnson",14153467,35808
"European Union","2021-09-14","Moderna",55823714,35809
"European Union","2021-09-14","Novavax",2,35810
"European Union","2021-09-14","Oxford/AstraZeneca",67205528,35811
"European Union","2021-09-14","Pfizer/BioNTech",396920509,35812
"European Union","2021-09-14","Sinopharm/Beijing",2108207,35813
"European Union","2021-09-14","Sinovac",2359,35814
"European Union","2021-09-14","Sputnik V",1840651,35815
"European Union","2021-09-15","Covaxin",19,35816
"European Union","2021-09-15","Johnson&Johnson",14176164,35817
"European Union","2021-09-15","Moderna",55931618,35818
"European Union","2021-09-15","Novavax",2,35819
"European Union","2021-09-15","Oxford/AstraZeneca",67207922,35820
"European Union","2021-09-15","Pfizer/BioNTech",397625264,35821
"European Union","2021-09-15","Sinopharm/Beijing",2108207,35822
"European Union","2021-09-15","Sinovac",2359,35823
"European Union","2021-09-15","Sputnik V",1840651,35824
"European Union","2021-09-16","Covaxin",19,35825
"European Union","2021-09-16","Johnson&Johnson",14200432,35826
"European Union","2021-09-16","Moderna",56042693,35827
"European Union","2021-09-16","Novavax",2,35828
"European Union","2021-09-16","Oxford/AstraZeneca",67210631,35829
"European Union","2021-09-16","Pfizer/BioNTech",398247936,35830
"European Union","2021-09-16","Sinopharm/Beijing",2108207,35831
"European Union","2021-09-16","Sinovac",2359,35832
"European Union","2021-09-16","Sputnik V",1840651,35833
"European Union","2021-09-17","Covaxin",19,35834
"European Union","2021-09-17","Johnson&Johnson",14361875,35835
"European Union","2021-09-17","Moderna",56548917,35836
"European Union","2021-09-17","Novavax",2,35837
"European Union","2021-09-17","Oxford/AstraZeneca",67228551,35838
"European Union","2021-09-17","Pfizer/BioNTech",400817643,35839
"European Union","2021-09-17","Sinopharm/Beijing",2113466,35840
"European Union","2021-09-17","Sinovac",2429,35841
"European Union","2021-09-17","Sputnik V",1841728,35842
"European Union","2021-09-18","Covaxin",19,35843
"European Union","2021-09-18","Johnson&Johnson",14378718,35844
"European Union","2021-09-18","Moderna",56630913,35845
"European Union","2021-09-18","Novavax",2,35846
"European Union","2021-09-18","Oxford/AstraZeneca",67229538,35847
"European Union","2021-09-18","Pfizer/BioNTech",401259544,35848
"European Union","2021-09-18","Sinopharm/Beijing",2113466,35849
"European Union","2021-09-18","Sinovac",2429,35850
"European Union","2021-09-18","Sputnik V",1841728,35851
"European Union","2021-09-19","Covaxin",19,35852
"European Union","2021-09-19","Johnson&Johnson",14387526,35853
"European Union","2021-09-19","Moderna",56660698,35854
"European Union","2021-09-19","Novavax",2,35855
"European Union","2021-09-19","Oxford/AstraZeneca",67230075,35856
"European Union","2021-09-19","Pfizer/BioNTech",401465745,35857
"European Union","2021-09-19","Sinopharm/Beijing",2113466,35858
"European Union","2021-09-19","Sinovac",2429,35859
"European Union","2021-09-19","Sputnik V",1841728,35860
"European Union","2021-09-20","Covaxin",19,35861
"European Union","2021-09-20","Johnson&Johnson",14405045,35862
"European Union","2021-09-20","Moderna",56750485,35863
"European Union","2021-09-20","Novavax",2,35864
"European Union","2021-09-20","Oxford/AstraZeneca",67232298,35865
"European Union","2021-09-20","Pfizer/BioNTech",401998856,35866
"European Union","2021-09-20","Sinopharm/Beijing",2113466,35867
"European Union","2021-09-20","Sinovac",2429,35868
"European Union","2021-09-20","Sputnik V",1841728,35869
"European Union","2021-09-21","Covaxin",19,35870
"European Union","2021-09-21","Johnson&Johnson",14425864,35871
"European Union","2021-09-21","Moderna",56855852,35872
"European Union","2021-09-21","Novavax",2,35873
"European Union","2021-09-21","Oxford/AstraZeneca",67234472,35874
"European Union","2021-09-21","Pfizer/BioNTech",402601514,35875
"European Union","2021-09-21","Sinopharm/Beijing",2113466,35876
"European Union","2021-09-21","Sinovac",2429,35877
"European Union","2021-09-21","Sputnik V",1841728,35878
"European Union","2021-09-22","Covaxin",19,35879
"European Union","2021-09-22","Johnson&Johnson",14448829,35880
"European Union","2021-09-22","Moderna",56949478,35881
"European Union","2021-09-22","Novavax",2,35882
"European Union","2021-09-22","Oxford/AstraZeneca",67236390,35883
"European Union","2021-09-22","Pfizer/BioNTech",403289759,35884
"European Union","2021-09-22","Sinopharm/Beijing",2113466,35885
"European Union","2021-09-22","Sinovac",2429,35886
"European Union","2021-09-22","Sputnik V",1841728,35887
"European Union","2021-09-23","Covaxin",19,35888
"European Union","2021-09-23","Johnson&Johnson",14475497,35889
"European Union","2021-09-23","Moderna",57045070,35890
"European Union","2021-09-23","Novavax",2,35891
"European Union","2021-09-23","Oxford/AstraZeneca",67238140,35892
"European Union","2021-09-23","Pfizer/BioNTech",403899017,35893
"European Union","2021-09-23","Sinopharm/Beijing",2113466,35894
"European Union","2021-09-23","Sinovac",2429,35895
"European Union","2021-09-23","Sputnik V",1841728,35896
"European Union","2021-09-24","Covaxin",19,35897
"European Union","2021-09-24","Johnson&Johnson",14639903,35898
"European Union","2021-09-24","Moderna",57482961,35899
"European Union","2021-09-24","Novavax",2,35900
"European Union","2021-09-24","Oxford/AstraZeneca",67255312,35901
"European Union","2021-09-24","Pfizer/BioNTech",406248254,35902
"European Union","2021-09-24","Sinopharm/Beijing",2119210,35903
"European Union","2021-09-24","Sinovac",2492,35904
"European Union","2021-09-24","Sputnik V",1842803,35905
"European Union","2021-09-25","Covaxin",19,35906
"European Union","2021-09-25","Johnson&Johnson",14660209,35907
"European Union","2021-09-25","Moderna",57554695,35908
"European Union","2021-09-25","Novavax",2,35909
"European Union","2021-09-25","Oxford/AstraZeneca",67256177,35910
"European Union","2021-09-25","Pfizer/BioNTech",406653815,35911
"European Union","2021-09-25","Sinopharm/Beijing",2119210,35912
"European Union","2021-09-25","Sinovac",2492,35913
"European Union","2021-09-25","Sputnik V",1842803,35914
"European Union","2021-09-26","Covaxin",19,35915
"European Union","2021-09-26","Johnson&Johnson",14671054,35916
"European Union","2021-09-26","Moderna",57581177,35917
"European Union","2021-09-26","Novavax",2,35918
"European Union","2021-09-26","Oxford/AstraZeneca",67256623,35919
"European Union","2021-09-26","Pfizer/BioNTech",406840791,35920
"European Union","2021-09-26","Sinopharm/Beijing",2119210,35921
"European Union","2021-09-26","Sinovac",2492,35922
"European Union","2021-09-26","Sputnik V",1842803,35923
"European Union","2021-09-27","Covaxin",19,35924
"European Union","2021-09-27","Johnson&Johnson",14692867,35925
"European Union","2021-09-27","Moderna",57652764,35926
"European Union","2021-09-27","Novavax",2,35927
"European Union","2021-09-27","Oxford/AstraZeneca",67258654,35928
"European Union","2021-09-27","Pfizer/BioNTech",407312488,35929
"European Union","2021-09-27","Sinopharm/Beijing",2119210,35930
"European Union","2021-09-27","Sinovac",2492,35931
"European Union","2021-09-27","Sputnik V",1842803,35932
"European Union","2021-09-28","Covaxin",19,35933
"European Union","2021-09-28","Johnson&Johnson",14717446,35934
"European Union","2021-09-28","Moderna",57737176,35935
"European Union","2021-09-28","Novavax",2,35936
"European Union","2021-09-28","Oxford/AstraZeneca",67260453,35937
"European Union","2021-09-28","Pfizer/BioNTech",407845223,35938
"European Union","2021-09-28","Sinopharm/Beijing",2119210,35939
"European Union","2021-09-28","Sinovac",2492,35940
"European Union","2021-09-28","Sputnik V",1842803,35941
"European Union","2021-09-29","Covaxin",19,35942
"European Union","2021-09-29","Johnson&Johnson",14744158,35943
"European Union","2021-09-29","Moderna",57816025,35944
"European Union","2021-09-29","Novavax",2,35945
"European Union","2021-09-29","Oxford/AstraZeneca",67262823,35946
"European Union","2021-09-29","Pfizer/BioNTech",408465965,35947
"European Union","2021-09-29","Sinopharm/Beijing",2119210,35948
"European Union","2021-09-29","Sinovac",2492,35949
"European Union","2021-09-29","Sputnik V",1842803,35950
"European Union","2021-09-30","Covaxin",19,35951
"European Union","2021-09-30","Johnson&Johnson",14773132,35952
"European Union","2021-09-30","Moderna",57910405,35953
"European Union","2021-09-30","Novavax",2,35954
"European Union","2021-09-30","Oxford/AstraZeneca",67265260,35955
"European Union","2021-09-30","Pfizer/BioNTech",409037703,35956
"European Union","2021-09-30","Sinopharm/Beijing",2119210,35957
"European Union","2021-09-30","Sinovac",2492,35958
"European Union","2021-09-30","Sputnik V",1842803,35959
"European Union","2021-10-01","Covaxin",19,35960
"European Union","2021-10-01","Johnson&Johnson",14910465,35961
"European Union","2021-10-01","Moderna",58270368,35962
"European Union","2021-10-01","Novavax",2,35963
"European Union","2021-10-01","Oxford/AstraZeneca",67275387,35964
"European Union","2021-10-01","Pfizer/BioNTech",411189295,35965
"European Union","2021-10-01","Sinopharm/Beijing",2125995,35966
"European Union","2021-10-01","Sinovac",2527,35967
"European Union","2021-10-01","Sputnik V",1843667,35968
"European Union","2021-10-02","Covaxin",19,35969
"European Union","2021-10-02","Johnson&Johnson",14925667,35970
"European Union","2021-10-02","Moderna",58329165,35971
"European Union","2021-10-02","Novavax",2,35972
"European Union","2021-10-02","Oxford/AstraZeneca",67276021,35973
"European Union","2021-10-02","Pfizer/BioNTech",411488610,35974
"European Union","2021-10-02","Sinopharm/Beijing",2125995,35975
"European Union","2021-10-02","Sinovac",2527,35976
"European Union","2021-10-02","Sputnik V",1843667,35977
"European Union","2021-10-03","Covaxin",19,35978
"European Union","2021-10-03","Johnson&Johnson",14934694,35979
"European Union","2021-10-03","Moderna",58349252,35980
"European Union","2021-10-03","Novavax",2,35981
"European Union","2021-10-03","Oxford/AstraZeneca",67276336,35982
"European Union","2021-10-03","Pfizer/BioNTech",411611491,35983
"European Union","2021-10-03","Sinopharm/Beijing",2125995,35984
"European Union","2021-10-03","Sinovac",2527,35985
"European Union","2021-10-03","Sputnik V",1843667,35986
"European Union","2021-10-04","Covaxin",19,35987
"European Union","2021-10-04","Johnson&Johnson",14953817,35988
"European Union","2021-10-04","Moderna",58407800,35989
"European Union","2021-10-04","Novavax",2,35990
"European Union","2021-10-04","Oxford/AstraZeneca",67277747,35991
"European Union","2021-10-04","Pfizer/BioNTech",412017792,35992
"European Union","2021-10-04","Sinopharm/Beijing",2125995,35993
"European Union","2021-10-04","Sinovac",2527,35994
"European Union","2021-10-04","Sputnik V",1843667,35995
"European Union","2021-10-05","Covaxin",19,35996
"European Union","2021-10-05","Johnson&Johnson",14977211,35997
"European Union","2021-10-05","Moderna",58484587,35998
"European Union","2021-10-05","Novavax",2,35999
"European Union","2021-10-05","Oxford/AstraZeneca",67279216,36000
"European Union","2021-10-05","Pfizer/BioNTech",412501223,36001
"European Union","2021-10-05","Sinopharm/Beijing",2125995,36002
"European Union","2021-10-05","Sinovac",2527,36003
"European Union","2021-10-05","Sputnik V",1843667,36004
"European Union","2021-10-06","Covaxin",19,36005
"European Union","2021-10-06","Johnson&Johnson",15000018,36006
"European Union","2021-10-06","Moderna",58552092,36007
"European Union","2021-10-06","Novavax",2,36008
"European Union","2021-10-06","Oxford/AstraZeneca",67280166,36009
"European Union","2021-10-06","Pfizer/BioNTech",413035884,36010
"European Union","2021-10-06","Sinopharm/Beijing",2125995,36011
"European Union","2021-10-06","Sinovac",2527,36012
"European Union","2021-10-06","Sputnik V",1843667,36013
"European Union","2021-10-07","Covaxin",19,36014
"European Union","2021-10-07","Johnson&Johnson",15025980,36015
"European Union","2021-10-07","Moderna",58630262,36016
"European Union","2021-10-07","Novavax",2,36017
"European Union","2021-10-07","Oxford/AstraZeneca",67281028,36018
"European Union","2021-10-07","Pfizer/BioNTech",413541915,36019
"European Union","2021-10-07","Sinopharm/Beijing",2125995,36020
"European Union","2021-10-07","Sinovac",2527,36021
"European Union","2021-10-07","Sputnik V",1843667,36022
"European Union","2021-10-08","Covaxin",19,36023
"European Union","2021-10-08","Johnson&Johnson",15139786,36024
"European Union","2021-10-08","Moderna",58920351,36025
"European Union","2021-10-08","Novavax",2,36026
"European Union","2021-10-08","Oxford/AstraZeneca",67289613,36027
"European Union","2021-10-08","Pfizer/BioNTech",415677100,36028
"European Union","2021-10-08","Sinopharm/Beijing",2131039,36029
"European Union","2021-10-08","Sinovac",2549,36030
"European Union","2021-10-08","Sputnik V",1844106,36031
"European Union","2021-10-09","Covaxin",19,36032
"European Union","2021-10-09","Johnson&Johnson",15158791,36033
"European Union","2021-10-09","Moderna",58972378,36034
"European Union","2021-10-09","Novavax",2,36035
"European Union","2021-10-09","Oxford/AstraZeneca",67290040,36036
"European Union","2021-10-09","Pfizer/BioNTech",415985326,36037
"European Union","2021-10-09","Sinopharm/Beijing",2131039,36038
"European Union","2021-10-09","Sinovac",2549,36039
"European Union","2021-10-09","Sputnik V",1844106,36040
"European Union","2021-10-10","Covaxin",19,36041
"European Union","2021-10-10","Johnson&Johnson",15169962,36042
"European Union","2021-10-10","Moderna",58990999,36043
"European Union","2021-10-10","Novavax",2,36044
"European Union","2021-10-10","Oxford/AstraZeneca",67290227,36045
"European Union","2021-10-10","Pfizer/BioNTech",416113750,36046
"European Union","2021-10-10","Sinopharm/Beijing",2131039,36047
"European Union","2021-10-10","Sinovac",2549,36048
"European Union","2021-10-10","Sputnik V",1844106,36049
"European Union","2021-10-11","Covaxin",19,36050
"European Union","2021-10-11","Johnson&Johnson",15189353,36051
"European Union","2021-10-11","Moderna",59043706,36052
"European Union","2021-10-11","Novavax",2,36053
"European Union","2021-10-11","Oxford/AstraZeneca",67291414,36054
"European Union","2021-10-11","Pfizer/BioNTech",416531408,36055
"European Union","2021-10-11","Sinopharm/Beijing",2131039,36056
"European Union","2021-10-11","Sinovac",2549,36057
"European Union","2021-10-11","Sputnik V",1844106,36058
"European Union","2021-10-12","Covaxin",19,36059
"European Union","2021-10-12","Johnson&Johnson",15213690,36060
"European Union","2021-10-12","Moderna",59113910,36061
"European Union","2021-10-12","Novavax",2,36062
"European Union","2021-10-12","Oxford/AstraZeneca",67292768,36063
"European Union","2021-10-12","Pfizer/BioNTech",417041354,36064
"European Union","2021-10-12","Sinopharm/Beijing",2131039,36065
"European Union","2021-10-12","Sinovac",2549,36066
"European Union","2021-10-12","Sputnik V",1844106,36067
"European Union","2021-10-13","Covaxin",19,36068
"European Union","2021-10-13","Johnson&Johnson",15239545,36069
"European Union","2021-10-13","Moderna",59179902,36070
"European Union","2021-10-13","Novavax",2,36071
"European Union","2021-10-13","Oxford/AstraZeneca",67293557,36072
"European Union","2021-10-13","Pfizer/BioNTech",417623657,36073
"European Union","2021-10-13","Sinopharm/Beijing",2131039,36074
"European Union","2021-10-13","Sinovac",2549,36075
"European Union","2021-10-13","Sputnik V",1844106,36076
"European Union","2021-10-14","Covaxin",19,36077
"European Union","2021-10-14","Johnson&Johnson",15268274,36078
"European Union","2021-10-14","Moderna",59261191,36079
"European Union","2021-10-14","Novavax",2,36080
"European Union","2021-10-14","Oxford/AstraZeneca",67294479,36081
"European Union","2021-10-14","Pfizer/BioNTech",418192824,36082
"European Union","2021-10-14","Sinopharm/Beijing",2131039,36083
"European Union","2021-10-14","Sinovac",2549,36084
"European Union","2021-10-14","Sputnik V",1844106,36085
"European Union","2021-10-15","Covaxin",19,36086
"European Union","2021-10-15","Johnson&Johnson",15380081,36087
"European Union","2021-10-15","Moderna",59513408,36088
"European Union","2021-10-15","Novavax",2,36089
"European Union","2021-10-15","Oxford/AstraZeneca",67300601,36090
"European Union","2021-10-15","Pfizer/BioNTech",420309923,36091
"European Union","2021-10-15","Sinopharm/Beijing",2135560,36092
"European Union","2021-10-15","Sinovac",2564,36093
"European Union","2021-10-15","Sputnik V",1844499,36094
"European Union","2021-10-16","Covaxin",19,36095
"European Union","2021-10-16","Johnson&Johnson",15401486,36096
"European Union","2021-10-16","Moderna",59560054,36097
"European Union","2021-10-16","Novavax",2,36098
"European Union","2021-10-16","Oxford/AstraZeneca",67300995,36099
"European Union","2021-10-16","Pfizer/BioNTech",420642179,36100
"European Union","2021-10-16","Sinopharm/Beijing",2135560,36101
"European Union","2021-10-16","Sinovac",2564,36102
"European Union","2021-10-16","Sputnik V",1844499,36103
"European Union","2021-10-17","Covaxin",19,36104
"European Union","2021-10-17","Johnson&Johnson",15414076,36105
"European Union","2021-10-17","Moderna",59579035,36106
"European Union","2021-10-17","Novavax",2,36107
"European Union","2021-10-17","Oxford/AstraZeneca",67301220,36108
"European Union","2021-10-17","Pfizer/BioNTech",420792872,36109
"European Union","2021-10-17","Sinopharm/Beijing",2135560,36110
"European Union","2021-10-17","Sinovac",2564,36111
"European Union","2021-10-17","Sputnik V",1844499,36112
"European Union","2021-10-18","Covaxin",19,36113
"European Union","2021-10-18","Johnson&Johnson",15436863,36114
"European Union","2021-10-18","Moderna",59623246,36115
"European Union","2021-10-18","Novavax",2,36116
"European Union","2021-10-18","Oxford/AstraZeneca",67301820,36117
"European Union","2021-10-18","Pfizer/BioNTech",421242408,36118
"European Union","2021-10-18","Sinopharm/Beijing",2135560,36119
"European Union","2021-10-18","Sinovac",2564,36120
"European Union","2021-10-18","Sputnik V",1844499,36121
"European Union","2021-10-19","Covaxin",19,36122
"European Union","2021-10-19","Johnson&Johnson",15463286,36123
"European Union","2021-10-19","Moderna",59673799,36124
"European Union","2021-10-19","Novavax",2,36125
"European Union","2021-10-19","Oxford/AstraZeneca",67302456,36126
"European Union","2021-10-19","Pfizer/BioNTech",421774526,36127
"European Union","2021-10-19","Sinopharm/Beijing",2135560,36128
"European Union","2021-10-19","Sinovac",2564,36129
"European Union","2021-10-19","Sputnik V",1844499,36130
"European Union","2021-10-20","Covaxin",19,36131
"European Union","2021-10-20","Johnson&Johnson",15492158,36132
"European Union","2021-10-20","Moderna",59718940,36133
"European Union","2021-10-20","Novavax",2,36134
"European Union","2021-10-20","Oxford/AstraZeneca",67303050,36135
"European Union","2021-10-20","Pfizer/BioNTech",422394971,36136
"European Union","2021-10-20","Sinopharm/Beijing",2135560,36137
"European Union","2021-10-20","Sinovac",2564,36138
"European Union","2021-10-20","Sputnik V",1844499,36139
"European Union","2021-10-21","Covaxin",19,36140
"European Union","2021-10-21","Johnson&Johnson",15531552,36141
"European Union","2021-10-21","Moderna",59767695,36142
"European Union","2021-10-21","Novavax",2,36143
"European Union","2021-10-21","Oxford/AstraZeneca",67303671,36144
"European Union","2021-10-21","Pfizer/BioNTech",423004072,36145
"European Union","2021-10-21","Sinopharm/Beijing",2135560,36146
